pokedex_id;variant;name;hp;attack;defense;sp_attack;sp_defense;speed;abilities;taken_normal;taken_fire;taken_water;taken_electric;taken_grass;taken_ice;taken_fight;taken_poison;taken_ground;taken_flying;taken_psychic;taken_bug;taken_rock;taken_ghost;taken_dragon;taken_dark;taken_steel;taken_fairy;classification;type1;type2;height_m;weight_kg;percentage_male;is_legendary;generation;catch_rate;moves
390;;Chimchar;44;58;44;58;44;61;['Blaze', 'Iron Fist'];1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5;Chimp Pokemon;fire;;0.5;6.2;88.1;0;4;210;['Fury Swipes', 'Fire Spin', 'Facade', 'Flame Wheel', 'Ember', 'Acrobatics', 'Flamethrower', 'Scratch']
391;;Monferno;64;78;52;78;52;81;['Blaze', 'Iron Fist'];1;0.5;2;1;0.5;0.5;1;1;2;2;2;0.25;1;1;1;0.5;0.5;1;Playful Pokemon;fire;fighting;0.9;22;88.1;0;4;165;['Fury Swipes', 'Fire Spin', 'Mach Punch', 'Facade', 'Flame Wheel', 'Close Combat', 'Flare Blitz', 'Ember', 'Acrobatics', 'Uproar', 'Flamethrower', 'Scratch', 'Feint']
392;;Infernape;76;104;71;104;71;108;['Blaze', 'Iron Fist'];1;0.5;2;1;0.5;0.5;1;1;2;2;2;0.25;1;1;1;0.5;0.5;1;Flame Pokemon;fire;fighting;1.2;55;88.1;0;4;55;['Fury Swipes', 'Fire Spin', 'Mach Punch', 'Punishment', 'Facade', 'Close Combat', 'Flame Wheel', 'Flare Blitz', 'Ember', 'Acrobatics', 'Flamethrower', 'Scratch', 'Feint']
393;;Piplup;53;51;53;61;56;40;['Torrent', 'Defiant'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Penguin Pokemon;water;;0.4;5.2;88.1;0;4;210;['Fury Attack', 'Hydro Pump', 'Bubble', 'Drill Peck', 'Brine', 'Bide', 'Peck', 'Bubble Beam', 'Whirlpool', 'Pound']
394;;Prinplup;64;66;68;81;76;50;['Torrent', 'Defiant'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Penguin Pokemon;water;;0.8;23;88.1;0;4;165;['Metal Claw', 'Fury Attack', 'Hydro Pump', 'Bubble', 'Drill Peck', 'Brine', 'Tackle', 'Bide', 'Peck', 'Bubble Beam', 'Whirlpool', 'Pound']
395;;Empoleon;84;86;88;111;101;60;['Torrent', 'Defiant'];0.5;1;0.5;2;1;0.25;2;0;2;0.5;0.5;0.5;0.5;1;0.5;1;0.25;0.5;Emperor Pokemon;water;steel;1.7;84.5;88.1;0;4;60;['Metal Claw', 'Fury Attack', 'Hydro Pump', 'Bubble', 'Drill Peck', 'Brine', 'Tackle', 'Bide', 'Peck', 'Bubble Beam', 'Aqua Jet', 'Whirlpool', 'Pound']
396;;Starly;40;55;30;30;30;60;['Keen Eye', 'Reckless'];1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1;Starling Pokemon;normal;flying;0.3;2;50;0;4;250;['Wing Attack', 'Take Down', 'Aerial Ace', 'Endeavor', 'Final Gambit', 'Brave Bird', 'Tackle', 'Quick Attack']
397;;Staravia;55;75;50;40;40;80;['Intimidate', 'Reckless'];1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1;Starling Pokemon;normal;flying;0.6;15.5;50;0;4;190;['Wing Attack', 'Take Down', 'Aerial Ace', 'Endeavor', 'Final Gambit', 'Brave Bird', 'Tackle', 'Quick Attack']
398;;Staraptor;85;120;70;50;60;100;['Intimidate', 'Reckless'];1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1;Predator Pokemon;normal;flying;1.2;24.9;50;0;4;105;['Wing Attack', 'Take Down', 'Aerial Ace', 'Endeavor', 'Final Gambit', 'Brave Bird', 'Close Combat', 'Tackle', 'Quick Attack']
399;;Bidoof;59;45;40;35;40;31;['Simple', 'Unaware', 'Moody'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Plump Mouse Pokemon;normal;;0.5;20;50;0;4;245;['Crunch', 'Super Fang', 'Superpower', 'Tackle', 'Headbutt', 'Take Down', 'Hyper Fang', 'Rollout']
400;;Bibarel;79;85;60;55;60;71;['Simple', 'Unaware', 'Moody'];1;0.5;0.5;2;2;0.5;2;1;1;1;1;1;1;0;1;1;0.5;1;Beaver Pokemon;normal;water;1;31.5;50;0;4;160;['Take Down', 'Crunch', 'Super Fang', 'Superpower', 'Tackle', 'Headbutt', 'Water Gun', 'Aqua Jet', 'Hyper Fang', 'Rollout']
401;;Kricketot;37;25;41;25;41;25;['Shed Skin', 'Run Away'];1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1;Cricket Pokemon;bug;;0.3;2.2;50;0;4;255;['Bide', 'Struggle Bug', 'Bug Bite']
402;;Kricketune;77;85;51;55;51;65;['Swarm', 'Technician'];1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1;Cricket Pokemon;bug;;1;25.5;50;0;4;175;['Absorb', 'Struggle Bug', 'Night Slash', 'Fell Stinger', 'Slash', 'Fury Cutter', 'Bide', 'X-Scissor', 'Bug Bite', 'Bug Buzz']
403;;Shinx;45;65;34;40;34;45;['Rivalry', 'Intimidate', 'Guts'];1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1;Flash Pokemon;electric;;0.5;9.5;50;0;4;240;['Wild Charge', 'Discharge', 'Crunch', 'Bite', 'Spark', 'Tackle', 'Thunder Fang']
404;;Luxio;60;85;49;60;49;60;['Rivalry', 'Intimidate', 'Guts'];1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1;Spark Pokemon;electric;;0.9;30.5;50;0;4;180;['Wild Charge', 'Discharge', 'Crunch', 'Bite', 'Spark', 'Tackle', 'Thunder Fang']
405;;Luxray;80;120;79;95;79;70;['Rivalry', 'Intimidate', 'Guts'];1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1;Gleam Eyes Pokemon;electric;;1.4;42;50;0;4;65;['Wild Charge', 'Discharge', 'Crunch', 'Bite', 'Spark', 'Tackle', 'Thunder Fang']
406;;Budew;40;30;35;50;70;55;['Natural Cure', 'Poison Point', 'Leaf Guard'];1;2;0.5;0.5;0.25;2;0.5;1;1;2;2;1;1;1;1;1;1;0.5;Bud Pokemon;grass;poison;0.2;1.2;50;0;4;235;['Absorb', 'Mega Drain']
407;;Roserade;60;70;65;125;105;90;['Natural Cure', 'Poison Point', 'Technician'];1;2;0.5;0.5;0.25;2;0.5;1;1;2;2;1;1;1;1;1;1;0.5;Bouquet Pokemon;grass;poison;0.9;14.5;50;0;4;70;['Magical Leaf', 'Absorb', 'Extrasensory', 'Petal Dance', 'Weather Ball', 'Mega Drain', 'Petal Blizzard', 'Giga Drain', 'Poison Sting']
408;;Cranidos;67;125;40;30;30;58;['Mold Breaker', 'Sheer Force'];0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1;Head Butt Pokemon;rock;;0.9;31.5;88.1;0;4;185;['Head Smash', 'Pursuit', 'Ancient Power', 'Chip Away', 'Assurance', 'Headbutt', 'Zen Headbutt', 'Take Down']
409;;Rampardos;97;165;60;65;50;58;['Mold Breaker', 'Sheer Force'];0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1;Head Butt Pokemon;rock;;1.6;102.5;88.1;0;4;90;['Head Smash', 'Pursuit', 'Endeavor', 'Ancient Power', 'Chip Away', 'Assurance', 'Headbutt', 'Zen Headbutt', 'Take Down']
410;;Shieldon;30;42;118;42;88;30;['Sturdy', 'Soundproof'];0.25;1;2;1;1;0.5;4;0;4;0.25;0.5;0.5;0.5;1;0.5;1;1;0.5;Shield Pokemon;rock;steel;0.5;57;88.1;0;4;185;['Heavy Slam', 'Metal Burst', 'Iron Head', 'Ancient Power', 'Tackle', 'Take Down']
411;;Bastiodon;60;52;168;47;138;30;['Sturdy', 'Soundproof'];0.25;1;2;1;1;0.5;4;0;4;0.25;0.5;0.5;0.5;1;0.5;1;1;0.5;Shield Pokemon;rock;steel;1.3;149.5;88.1;0;4;90;['Heavy Slam', 'Metal Burst', 'Iron Head', 'Ancient Power', 'Tackle', 'Take Down']
412;;Burmy;40;29;45;29;45;36;['Shed Skin', 'Overcoat'];1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1;Bagworm Pokemon;bug;;0.2;3.4;50;0;4;250;['Bug Bite', 'Hidden Power', 'Tackle']
413;plant;Wormadam;60;59;85;79;105;36;['Anticipation', 'Overcoat'];1;4;0.5;0.5;0.25;2;0.5;2;0.25;4;1;2;2;1;1;1;1;1;Bagworm Pokemon;bug;grass;0.5;6.5;0;0;4;150;['Hidden Power', 'Tackle', 'Sucker Punch', 'Leaf Storm', 'Flail', 'Psychic', 'Psybeam', 'Confusion', 'Razor Leaf', 'Bug Bite', 'Bug Buzz']
413;sandy;Wormadam;60;79;105;59;85;36;['Anticipation', 'Overcoat'];1;2;2;0;1;2;0.5;0.5;0.5;2;1;1;1;1;1;1;1;1;Bagworm Pokemon;bug;ground;0.5;6.5;0;0;4;150;['Fissure', 'Hidden Power', 'Tackle', 'Sucker Punch', 'Flail', 'Psychic', 'Psybeam', 'Confusion', 'Rock Blask', 'Bug Bite', 'Bug Buzz']
413;trash;Wormadam;60;69;95;69;95;36;['Anticipation', 'Overcoat'];0.5;4;1;1;0.25;0.5;1;0;1;1;0.5;0.5;1;1;0.5;1;0.5;0.5;Bagworm Pokemon;bug;steel;0.5;6.5;0;0;4;150;['Metal Burst', 'Iron Head', 'Mirror Shot', 'Hidden Power', 'Tackle', 'Sucker Punch', 'Flail', 'Psychic', 'Psybeam', 'Confusion', 'Bug Bite', 'Bug Buzz']
414;;Mothim;70;94;50;94;50;66;['Swarm', 'Tinted Lens'];1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1;Moth Pokemon;bug;flying;0.9;23.3;100;0;4;150;['Silver Wind', 'Hidden Power', 'Tackle', 'Lunge', 'Gust', 'Psybeam', 'Confusion', 'Psychic', 'Air Slash', 'Bug Bite', 'Bug Buzz']
415;;Combee;30;30;42;30;42;70;['Honey Gather', 'Hustle'];1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1;Tiny Bee Pokemon;bug;flying;0.3;5.5;88.1;0;4;250;['Gust', 'Bug Buzz', 'Bug Bite']
416;;Vespiquen;70;80;102;80;102;40;['Pressure', 'Unnerve'];1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1;Beehive Pokemon;bug;flying;1.2;38.5;0;0;4;120;['Fury Swipes', 'Power Gem', 'Pursuit', 'Fell Stinger', 'Slash', 'Fury Cutter', 'Attack Order', 'Gust', 'Air Slash', 'Bug Bite', 'Bug Buzz', 'Poison Sting']
417;;Pachirisu;60;45;70;45;90;95;['Run Away', 'Pickup', 'Volt Absorb'];1;1;1;0.5;1;1;1;1;2;0.5;1;1;1;1;1;1;0.5;1;EleSquirrel Pokemon;electric;;0.4;3.9;50;0;4;170;['Electro Ball', 'Discharge', 'Super Fang', 'Last Resort', 'Spark', 'Bide', 'Nuzzle', 'Swift', 'Quick Attack', 'Hyper Fang']
418;;Buizel;55;65;35;60;30;85;['Swift Swim', 'Water Veil'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Sea Weasel Pokemon;water;;0.7;29.5;50;0;4;195;['Hydro Pump', 'Aqua Tail', 'Sonic Boom', 'Quick Attack', 'Razor Wind', 'Pursuit', 'Double Hit', 'Swift', 'Water Gun', 'Aqua Jet', 'Whirlpool']
419;;Floatzel;85;105;55;85;50;115;['Swift Swim', 'Water Veil'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Sea Weasel Pokemon;water;;1.1;33.5;50;0;4;95;['Hydro Pump', 'Aqua Tail', 'Ice Fang', 'Sonic Boom', 'Quick Attack', 'Pursuit', 'Razor Wind', 'Crunch', 'Double Hit', 'Swift', 'Water Gun', 'Aqua Jet', 'Whirlpool']
420;;Cherubi;45;35;45;62;53;35;['Chlorophyll'];1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1;Cherry Pokemon;grass;;0.4;3.3;50;0;4;235;['Magical Leaf', 'Take Down', 'Solar Beam', 'Tackle', 'Petal Blizzard']
421;;Cherrim;70;60;70;87;78;85;['Flower Gift'];1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1;Blossom Pokemon;grass;;0.5;9.3;50;0;4;140;['Magical Leaf', 'Petal Blizzard', 'Petal Dance', 'Solar Beam', 'Tackle', 'Take Down']
422;;Shellos;76;48;48;57;62;34;['Sticky Hold', 'Storm Drain', 'Sand Force'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Sea Slug Pokemon;water;;0.3;6.3;50;0;4;200;['Muddy Water', 'Body Slam', 'Hidden Power', 'Mud-Slap', 'Water Pulse', 'Mud Bomb']
423;;Gastrodon;111;83;68;92;82;39;['Sticky Hold', 'Storm Drain', 'Sand Force'];1;0.5;1;0;4;1;1;0.5;1;1;1;1;0.5;1;1;1;0.5;1;Sea Slug Pokemon;water;ground;0.9;29.9;50;0;4;120;['Muddy Water', 'Body Slam', 'Hidden Power', 'Mud-Slap', 'Water Pulse', 'Mud Bomb']
424;;Ambipom;75;100;66;60;66;115;['Technician', 'Pickup', 'Skill Link'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Long Tail Pokemon;normal;;1.2;20.3;50;0;4;110;['Astonish', 'Fury Swipes', 'Last Resort', 'Swift', 'Double Hit', 'Dual Chop', 'Scratch', 'Fling']
425;;Drifloon;90;50;34;60;44;70;['Aftermath', 'Unburden', 'Flare Boost'];0;1;1;2;0.5;2;0;0.5;0;1;1;0.25;2;2;1;2;1;1;Balloon Pokemon;ghost;flying;0.4;1.2;50;0;4;185;['Payback', 'Astonish', 'Shadow Ball', 'Constrict', 'Hex', 'Ominous Wind', 'Gust', 'Spit Up', 'Explosion']
426;;Drifblim;150;80;44;90;54;80;['Aftermath', 'Unburden', 'Flare Boost'];0;1;1;2;0.5;2;0;0.5;0;1;1;0.25;2;2;1;2;1;1;Blimp Pokemon;ghost;flying;1.2;15;50;0;4;90;['Payback', 'Astonish', 'Shadow Ball', 'Constrict', 'Hex', 'Phantom Force', 'Gust', 'Ominous Wind', 'Spit Up', 'Explosion']
427;;Buneary;55;66;44;44;56;85;['Run Away', 'Klutz', 'Limber'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Rabbit Pokemon;normal;;0.4;5.5;50;0;4;185;['Frustration', 'Jump Kick', 'Bounce', 'Dizzy Punch', 'Quick Attack', 'Pound']
428;;Lopunny;65;76;84;54;96;105;['Cute Charm', 'Klutz', 'Liimber'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Rabbit Pokemon;normal;;1.2;33.3;50;0;4;115;['Frustration', 'Jump Kick', 'Bounce', 'High Jump Kick', 'Mirror Coat', 'Dizzy Punch', 'Quick Attack', 'Return', 'Pound']
428;mega;Lopunny;65;136;94;54;96;135;['Scrappy'];1;1;1;1;1;1;2;1;1;2;2;0.5;0.5;0;1;0.5;1;2;Rabbit Pokemon;normal;fighting;1.3;28.3;50;0;6;45;['Frustration', 'Jump Kick', 'Bounce', 'High Jump Kick', 'Mirror Coat', 'Dizzy Punch', 'Quick Attack', 'Return', 'Pound']
429;;Mismagius;60;60;60;105;105;105;['Levitate'];0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1;Magical Pokemon;ghost;;0.9;4.4;50;0;4;90;['Magical Leaf', 'Payback', 'Astonish', 'Power Gem', 'Shadow Ball', 'Psywave', 'Mystical Fire', 'Hex', 'Phantom Force', 'Psybeam']
430;;Honchkrow;100;125;52;105;52;71;['Insomnia', 'Super Luck', 'Moxie'];1;1;1;2;0.5;2;1;1;0;1;0;1;2;0.5;1;0.5;1;2;Big Boss Pokemon;dark;flying;0.9;27.3;50;0;4;80;['Wing Attack', 'Astonish', 'Night Slash', 'Dark Pulse', 'Feint Attack', 'Pursuit', 'Sucker Punch', 'Foul Play', 'Night Shade', 'Peck', 'Assurance']
431;;Glameow;49;55;42;42;37;85;['Limber', 'Own Tempo', 'Keen Eye'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Catty Pokemon;normal;;0.5;3.9;24.6;0;4;210;['Feint Attack', 'Fury Swipes', 'Slash', 'Sucker Punch', 'Play Rough', 'Fake Out', 'Scratch']
432;;Purugly;71;82;64;64;59;112;['Thick Fat', 'Own Tempo', 'Defiant'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Tiger Cat Pokemon;normal;;1;43.8;24.6;0;4;140;['Feint Attack', 'Fury Swipes', 'Body Slam', 'Slash', 'Sucker Punch', 'Play Rough', 'Fake Out', 'Scratch']
433;;Chingling;45;30;50;65;50;45;['Levitate'];1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1;Bell Pokemon;psychic;;0.2;0.6;50;0;4;230;['Astonish', 'Last Resort', 'Uproar', 'Wrap', 'Confusion']
434;;Stunky;63;63;47;41;41;74;['Stench', 'Aftermath', 'Keen Eye'];1;1;1;1;0.5;1;1;0.5;2;1;0;1;1;0.5;1;0.5;1;1;Skunk Pokemon;poison;dark;0.4;19.2;50;0;4;200;['Night Slash', 'Acid Spray', 'Fury Swipes', 'Belch', 'Bite', 'Slash', 'Sucker Punch', 'Explosion', 'Scratch', 'Feint']
435;;Skuntank;103;93;67;71;61;84;['Stench', 'Aftermath', 'Keen Eye'];1;1;1;1;0.5;1;1;0.5;2;1;0;1;1;0.5;1;0.5;1;1;Skunk Pokemon;poison;dark;1;38;50;0;4;115;['Night Slash', 'Acid Spray', 'Fury Swipes', 'Belch', 'Bite', 'Slash', 'Sucker Punch', 'Explosion', 'Flamethrower', 'Scratch', 'Feint']
436;;Bronzor;57;24;86;24;86;23;['Levitate', 'Heatproof', 'Heavy Metal'];0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.25;1;0.5;2;0.5;2;0.5;0.5;Bronze Pokemon;steel;psychic;0.5;60.5;;0;4;225;['Gyro Ball', 'Feint Attack', 'Extrasensory', 'Payback', 'Heavy Slam', 'Psywave', 'Tackle', 'Confusion', 'Future Sight']
437;;Bronzong;67;89;116;79;116;33;['Levitate', 'Heatproof', 'Heavy Metal'];0.5;2;1;1;0.5;0.5;1;0;2;0.5;0.25;1;0.5;2;0.5;2;0.5;0.5;Bronze Bell Pokemon;steel;psychic;1.3;187;;0;4;85;['Gyro Ball', 'Feint Attack', 'Extrasensory', 'Payback', 'Heavy Slam', 'Psywave', 'Tackle', 'Confusion', 'Future Sight']
438;;Bonsly;50;80;95;10;45;10;['Sturdy', 'Rock Head', 'Rattled'];0.5;0.5;2;1;2;1;2;0.5;2;0.5;1;1;1;1;1;1;2;1;Bonsai Pokemon;rock;;0.5;15;50;0;4;230;['Feint Attack', 'Counter', 'Double-Edge', 'Rock Slide', 'Sucker Punch', 'Rock Tomb', 'Low Kick', 'Rock Throw', 'Flail']
439;;Mime Jr.;20;25;45;70;90;60;['Soundproof', 'Filter', 'Technician'];1;1;1;1;1;1;0.25;2;1;1;0.5;1;1;2;0;1;2;1;Mime Pokemon;psychic;fairy;0.6;13;50;0;4;210;['Double Slap', 'Psychic', 'Psybeam', 'Confusion', 'Pound']
440;;Happiny;100;5;5;15;65;30;['Natural Cure', 'Serene Grace', 'Friend Guard'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Playhouse Pokemon;normal;;0.6;24.4;0;0;4;250;['Pound']
441;;Chatot;76;65;45;92;42;91;['Keen Eye', 'Tangled Feet', 'Big Pecks'];1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1;Music Note Pokemon;normal;flying;0.5;1.9;50;0;4;160;['Fury Attack', 'Synchronoise', 'Echoed Voice', 'Peck', 'Uproar', 'Round', 'Hyper Voice', 'Chatter']
442;;Spiritomb;50;92;108;92;108;35;['Pressure', 'Infiltrator'];0;1;1;1;1;1;0;0.5;1;1;0;1;1;1;1;1;1;2;Forbidden Pokemon;ghost;dark;1;108;50;0;4;110;['Feint Attack', 'Dark Pulse', 'Dream Eater', 'Pursuit', 'Shadow Sneak', 'Sucker Punch', 'Ominous Wind']
443;;Gible;58;70;45;40;45;42;['Sand Veil', 'Rough Skin'];1;0.5;1;0;1;4;1;0.5;1;1;1;1;0.5;1;2;1;1;2;Land Shark Pokemon;dragon;ground;0.7;20.5;50;0;4;220;['Dragon Rage', 'Dragon Claw', 'Dig', 'Slash', 'Tackle', 'Take Down', 'Dragon Rush', 'Sand Tomb']
444;;Gabite;68;90;65;50;55;82;['Sand Veil', 'Rough Skin'];1;0.5;1;0;1;4;1;0.5;1;1;1;1;0.5;1;2;1;1;2;Cave Pokemon;dragon;ground;1.4;56;50;0;4;160;['Dragon Rage', 'Dragon Claw', 'Dig', 'Tackle', 'Slash', 'Take Down', 'Dual Chop', 'Dragon Rush', 'Sand Tomb']
445;;Garchomp;108;130;95;80;85;102;['Sand Veil', 'Rough Skin'];1;0.5;1;0;1;4;1;0.5;1;1;1;1;0.5;1;2;1;1;2;Mach Pokemon;dragon;ground;1.9;95;50;0;4;40;['Dragon Rage', 'Dragon Claw', 'Crunch', 'Dig', 'Tackle', 'Slash', 'Fire Fang', 'Take Down', 'Dual Chop', 'Dragon Rush', 'Sand Tomb']
445;mega;Garchomp;108;170;115;120;95;92;['Sand Force'];1;0.5;1;0;1;4;1;0.5;1;1;1;1;0.5;1;2;1;1;2;Mach Pokemon;dragon;ground;1.9;95;50;0;6;35;['Dragon Rage', 'Dragon Claw', 'Crunch', 'Dig', 'Tackle', 'Slash', 'Fire Fang', 'Take Down', 'Dual Chop', 'Dragon Rush', 'Sand Tomb']
446;;Munchlax;135;85;40;40;85;5;['Pickup', 'Thick Fat', 'Gluttony'];1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1;Big Eater Pokemon;normal;;0.6;105;88.1;0;4;170;['Body Slam', 'Last Resort', 'Chip Away', 'Lick', 'Tackle', 'Natural Gift', 'Fling', 'Rollout']
447;;Riolu;40;70;40;35;40;60;['Steadfast', 'Inner Focus', 'Prankster'];1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2;Emanation Pokemon;fighting;;0.7;20.2;88.1;0;4;230;['Force Palm', 'Counter', 'Final Gambit', 'Reversal', 'Quick Attack', 'Feint']
448;;Lucario;70;110;70;115;70;90;['Steadfast', 'Inner Focus', 'Justified'];0.5;2;1;1;0.5;0.5;2;0;2;1;1;0.25;0.25;1;0.5;0.5;0.5;1;Aura Pokemon;fighting;steel;1.2;54;88.1;0;4;60;['Metal Claw', 'Extreme Speed', 'Force Palm', 'Counter', 'Bone Rush', 'Final Gambit', 'Close Combat', 'Power-Up Punch', 'Reversal', 'Aura Sphere', 'Quick Attack', 'Dragon Pulse', 'Feint']
448;mega;Lucario;70;145;88;140;70;112;['Adaptability'];0.5;2;1;1;0.5;0.5;2;0;2;1;1;0.25;0.25;1;0.5;0.5;0.5;1;Aura Pokemon;fighting;steel;1.3;57.5;88.1;0;6;35;['Metal Claw', 'Extreme Speed', 'Force Palm', 'Counter', 'Bone Rush', 'Final Gambit', 'Close Combat', 'Power-Up Punch', 'Reversal', 'Aura Sphere', 'Quick Attack', 'Dragon Pulse', 'Feint']
449;;Hippopotas;68;72;78;38;42;32;['Sand Stream', 'Sand Force'];1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1;Hippo Pokemon;ground;;0.8;49.5;50;0;4;195;['Double-Edge', 'Fissure', 'Crunch', 'Dig', 'Bite', 'Tackle', 'Earthquake', 'Take Down', 'Sand Tomb']
450;;Hippowdon;108;112;118;68;72;47;['Sand Stream', 'Sand Force'];1;1;2;0;2;2;1;0.5;1;1;1;1;0.5;1;1;1;1;1;Heavyweight Pokemon;ground;;2;300;50;0;4;65;['Ice Fang', 'Double-Edge', 'Fissure', 'Crunch', 'Bite', 'Dig', 'Tackle', 'Earthquake', 'Thunder Fang', 'Fire Fang', 'Take Down', 'Sand Tomb']
451;;Skorupi;40;50;90;30;55;65;['Battle Armor', 'Sniper', 'Keen Eye'];1;2;1;1;0.25;1;0.25;0.5;1;2;2;0.5;2;1;1;1;1;0.5;Scorpion Pokemon;poison;bug;0.8;12;50;0;4;195;['Night Slash', 'Pursuit', 'Fell Stinger', 'Poison Fang', 'Pin Missile', 'Knock Off', 'Bite', 'Venoshock', 'Crunch', 'Cross Poison', 'Bug Bite', 'Poison Sting']
452;;Drapion;70;90;110;60;75;95;['Battle Armor', 'Sniper', 'Keen Eye'];1;1;1;1;0.5;1;1;0.5;2;1;0;1;1;0.5;1;0.5;1;1;Ogre Scorp Pokemon;poison;dark;1.3;61.5;50;0;4;80;['Ice Fang', 'Night Slash', 'Pursuit', 'Fell Stinger', 'Poison Fang', 'Knock Off', 'Bite', 'Pin Missile', 'Venoshock', 'Crunch', 'Thunder Fang', 'Fire Fang', 'Cross Poison', 'Bug Bite', 'Poison Sting']
453;;Croagunk;48;61;40;61;40;50;['Anticipation', 'Dry Skin', 'Poison Touch'];1;1;1;1;0.5;1;0.5;0.5;2;2;4;0.25;0.5;1;1;0.5;1;1;Toxic Mouth Pokemon;poison;fighting;0.7;23;50;0;4;220;['Feint Attack', 'Astonish', 'Pursuit', 'Poison Jab', 'Belch', 'Venoshock', 'Mud-Slap', 'Sucker Punch', 'Revenge', 'Sludge Bomb', 'Mud Bomb', 'Poison Sting']
454;;Toxicroak;83;106;65;86;65;85;['Anticipation', 'Dry Skin', 'Poison Touch'];1;1;1;1;0.5;1;0.5;0.5;2;2;4;0.25;0.5;1;1;0.5;1;1;Toxic Mouth Pokemon;poison;fighting;1.3;44.4;50;0;4;100;['Feint Attack', 'Astonish', 'Pursuit', 'Poison Jab', 'Belch', 'Venoshock', 'Mud-Slap', 'Sucker Punch', 'Revenge', 'Sludge Bomb', 'Mud Bomb', 'Poison Sting']
455;;Carnivine;74;100;72;90;72;46;['Levitate'];1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1;Bug Catcher Pokemon;grass;;1.4;27;50;0;4;140;['Feint Attack', 'Power Whip', 'Wring Out', 'Crunch', 'Bite', 'Spit Up', 'Bind', 'Vine Whip', 'Leaf Tornado']
456;;Finneon;49;49;56;49;61;66;['Swift Swim', 'Storm Drain', 'Water Veil'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Wing Fish Pokemon;water;;0.4;7;50;0;4;195;['Silver Wind', 'Bounce', 'U-turn', 'Water Pulse', 'Gust', 'Water Gun', 'Whirlpool', 'Pound']
457;;Lumineon;69;69;76;69;86;91;['Swift Swim', 'Storm Drain', 'Water Veil'];1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1;Neon Pokemon;water;;1.2;24;50;0;4;130;['Silver Wind', 'Bounce', 'U-turn', 'Water Pulse', 'Gust', 'Water Gun', 'Whirlpool', 'Pound']
