name;type;category;power;priority;contact;sound_type;punch_type;effects;sec_effects;;
Snarl;dark;special;55;0;0;1;0;[];[];The user yells as if it's ranting about something, which lowers the Sp. Atk stats of opposing Pokémon.;May lower opponent's Special Attack one stage.
Snipe Shot;water;special;80;0;0;0;0;[];[];The user ignores the effects of opposing Pokémon's moves and Abilities that draw in moves, allowing this move to hit the chosen target.;Ignores move redirection from abilities and moves
Snore;normal;special;50;0;0;1;0;[];[];This attack can be used only if the user is asleep. The harsh noise may also make the target flinch.;Can only be used while asleep.
Solar Beam;grass;special;120;0;0;0;0;[];[];In this two-turn attack, the user gathers light, then blasts a bundled beam on the next turn.;Charges for the first turn, damages on the second. If Sunny Day is in effect, the charge and attack is in the same turn.
Solar Blade;grass;physical;125;0;1;0;0;[];[];In this two-turn attack, the user gathers light and fills a blade with the light's energy, attacking the target on the next turn.;Charges for the first turn, damages on the second. If Sunny Day is in effect, the charge and attack is in the same turn.
Sonic Boom;normal;special;80;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Inflicts 20 HP damage. (1 power)
Spacial Rend;dragon;special;100;0;0;0;0;[];[];The user tears the target along with the space around it. Critical hits land more easily.;Has an increased Critical Hit ratio
Spark;electric;physical;65;0;1;0;0;[];[];The user throws an electrically charged tackle at the target. This may also leave the target with paralysis.;May induce paralysis.
Sparkling Aria;water;special;90;0;0;1;0;[];[];The user bursts into song, emitting many bubbles. Any Pokémon suffering from a burn will be healed by the touch of these bubbles.;Heals the target from Burn
Spectral Thief;ghost;physical;90;0;1;0;0;[];[];The user hides in the target's shadow, steals the target's stat boosts, and then attacks.;[DEPTH]Steals opponent's stat boosts before doing damage
Spike Cannon;normal;physical;80;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Attacks 2-5 times in a row. 37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits (20 power)
Spirit Break;fairy;physical;75;0;1;0;0;[];[];The user attacks the target with so much force that it could break the target's spirit. This also lowers the target's Sp. Atk stat.;Lowers opponent's Sp. Atk one stage
Spirit Shackle;ghost;physical;80;0;0;0;0;[];[];The user attacks while simultaneously stitching the target's shadow to the ground to prevent the target from escaping.;Prevents opponent from switching
Spit Up;normal;special;70;0;0;0;0;[];[];The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the move's power.;[DEPTH]Releases power from STOCKPILE. (1 power)
Steam Eruption;water;special;110;0;0;0;0;[];[];The user immerses the target in superheated steam. This may also leave the target with a burn.;May induce burn.
Steamroller;bug;physical;65;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;May cause opponent to flinch.
Steel Wing;steel;physical;70;0;1;0;0;[];[];The target is hit with wings of steel. This may also raise the user's Defense stat.;May raise user's Defense one stage.
Stomp;normal;physical;65;0;1;0;0;[];[];The target is stomped with a big foot. This may also make the target flinch.;May cause opponent to flinch.
Stomping Tantrum;ground;physical;75;0;1;0;0;[];[];Driven by frustration, the user attacks the target. If the user's previous move has failed, the power of this move doubles.;Doubles damage if last move failed
Stone Edge;rock;physical;100;0;0;0;0;[];[];The user stabs the target from below with sharpened stones. Critical hits land more easily.;Has an increased Critical Hit ratio
Stored Power;psychic;special;60;0;0;0;0;[];[];The user attacks the target with stored power. The more the user's stats are raised, the greater the move's power.;[DEPTH]Increases damage by 100% for each stage a stat has been increased by the user (20 power)
Storm Throw;fighting;physical;60;0;1;0;0;[];[];The user strikes the target with a fierce blow. This attack always results in a critical hit.;Always inflicts a Critical Hit
Strange Steam;fairy;special;90;0;0;0;0;[];[];The user attacks the target by emitting steam. This may also confuse the target.;May induce Confusion
Strength;normal;physical;80;0;1;0;0;[];[];The target is slugged with a punch thrown at maximum power.;No effect.
Struggle Bug;bug;special;50;0;0;0;0;[];[];While resisting, the user attacks opposing Pokémon. This lowers the Sp. Atk stats of those hit.;May lower opponent's Special Attack one stage.
Submission;fighting;physical;80;0;1;0;0;[];[];The user grabs the target and recklessly dives for the ground. This also damages the user a little.;User takes recoil damage equal to 25% of the damage inflicted.
Sucker Punch;dark;physical;70;1;1;0;0;[];[];This move enables the user to attack first. This move fails if the target is not readying an attack.;Damages the opponent only if they are intending to use a damaging move. Fails if used after the opponent moves.
Sunsteel Strike;steel;physical;100;0;1;0;0;[];[];The user slams into the target with the force of a meteor. This move can be used on the target regardless of its Abilities.;Ignores abilities
Super Fang;normal;physical;55;0;1;0;0;[];[];The user chomps hard on the target with its sharp front fangs. This cuts the target's HP in half.;Cuts the opponent's Hit Points by 50% of the current value (1 power)
Superpower;fighting;physical;120;0;1;0;0;[];[];The user attacks the target with great power. However, this also lowers the user's Attack and Defense stats.;Lowers user's Attack and Defense one stage.
Surf;water;special;90;0;0;0;0;[];[];The user attacks everything around it by swamping its surroundings with a giant wave.;May damage diving opponents
Swift;normal;special;60;0;0;0;0;[];[];Star-shaped rays are shot at opposing Pokémon. This attack never misses.;Cannot miss.
Synchronoise;psychic;special;120;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Only damages Pokémon of the same type as the user.
Tackle;normal;physical;40;0;1;0;0;[];[];A physical attack in which the user charges and slams into the target with its whole body.;No effect.
Tail Slap;normal;physical;100;0;1;0;0;[];[];The user attacks by striking the target with its hard tail. It hits the target two to five times in a row.;Attacks 2-5 times in a row. 37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits (25 power)
Take Down;normal;physical;90;0;1;0;0;[];[];A reckless, full-body charge attack for slamming into the target. This also damages the user a little.;User takes recoil damage equal to 25% of the damage inflicted.
Techno Blast;normal;special;120;0;0;0;0;[];[];The user fires a beam of light at its target. The move's type changes depending on the Drive the user holds.;Changes the type of the move based upon the item being held
Thief;dark;physical;60;0;1;0;0;[];[];The user attacks and steals the target's held item simultaneously. The user can't steal anything if it already holds an item.;May steal opponent's item (temporarily in trainer battles).
Thousand Arrows;ground;physical;90;0;0;0;0;[];[];This move also hits opposing Pokémon that are in the air. Those Pokémon are knocked down to the ground.;Ignores Ground-type Resistance. Knocks Flying/Levitating Pokémon to the ground.
Thrash;normal;physical;120;0;1;0;0;[];[];The user rampages and attacks for two to three turns. The user then becomes confused.;User uses the same Attack for 2-3 turns then becomes confused.
Throat Chop;dark;physical;80;0;1;0;0;[];[];The user attacks the target's throat, and the resultant suffering prevents the target from using moves that emit sound for two turns.;Prevents target from using Sound moves for 2 turns
Thunder;electric;special;110;0;0;0;0;[];[];A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.;[DEPTH]May induce Paralysis.  Damages Pokémon using Fly, Bounce or Sky Drop
Thunder Fang;electric;physical;65;0;1;0;0;[];[];The user bites with electrified fangs. This may also make the target flinch or leave it with paralysis.;May PARALYZE opponent or cause opponent to flinch.
Thunder Punch;electric;physical;75;0;1;0;1;[];[];The target is punched with an electrified fist. This may also leave the target with paralysis.;May induce paralysis.
Thunder Shock;electric;special;40;0;0;0;0;[];[];A jolt of electricity crashes down on the target to inflict damage. This may also leave the target with paralysis.;May induce paralysis.
Thunderbolt;electric;special;90;0;0;0;0;[];[];A strong electric blast crashes down on the target. This may also leave the target with paralysis.;May induce paralysis.
Transform;normal;other;0;0;0;0;0;[];[];The user transforms into a copy of the target right down to having the same move set.;[DEPTH]User transforms to the opponent.
Tri Attack;normal;special;80;0;0;0;0;[];[];The user strikes with a simultaneous three-beam attack. This may also burn, freeze, or paralyze the target.;May induce burn, freeze or paralysis.
Triple Kick;fighting;physical;45;0;1;0;0;[];[];A consecutive three-kick attack that becomes more powerful with each successful hit.;Attacks 1-3 times in a row. (10 power)
Trop Kick;grass;physical;70;0;1;0;0;[];[];The user lands an intense kick of tropical origins on the target. This also lowers the target's Attack stat.;Lowers opponent's Attack one stage.
Trump Card;normal;special;60;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;[DEPTH]Increases power the lower its PP (1 power)
Twineedle;bug;physical;50;0;0;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Attacks twice. May induce poison. (25 power)
Twister;dragon;special;40;0;0;0;0;[];[];The user whips up a vicious tornado to tear at opposing Pokémon. This may also make them flinch.;May cause opponent to flinch. Damage is doubled if opponent is using Fly.
Uproar;normal;special;90;0;0;1;0;[];[];The user attacks in an uproar for three turns. During that time, no Pokémon can fall asleep.;Hits for 3 turns. No Pokémon can be Asleep during that time.
U-turn;bug;physical;70;0;1;0;0;[];[];After making its attack, the user rushes back to switch places with a party Pokémon in waiting.;Pokémon switches out from battle
Vacuum Wave;fighting;special;40;1;0;0;0;[];[];The user whirls its fists to send a wave of pure vacuum at the target. This move always goes first.;Has increased Speed Priority
Venoshock;poison;special;65;0;0;0;0;[];[];The user drenches the target in a special poisonous liquid. This move's power is doubled if the target is poisoned.;Doubles damage inflicted if target is Poisoned
Vine Whip;grass;physical;45;0;1;0;0;[];[];The target is struck with slender, whiplike vines to inflict damage.;No effect.
Vise Grip;normal;physical;55;0;1;0;0;[];[];The target is gripped and squeezed from both sides to inflict damage.;No effect.
Vital Throw;fighting;physical;70;-1;1;0;0;[];[];The user attacks last. In return, this throw move never misses.;Cannot miss. Goes last.
Volt Switch;electric;special;70;0;0;0;0;[];[];After making its attack, the user rushes back to switch places with a party Pokémon in waiting.;Pokémon switches out from battle
Wake-Up Slap;fighting;physical;70;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;Heals the target from Sleep
Water Gun;water;special;40;0;0;0;0;[];[];The target is blasted with a forceful shot of water.;No effect.
Water Pulse;water;special;60;0;0;0;0;[];[];The user attacks the target with a pulsing blast of water. This may also confuse the target.;May induce Confusion
Water Shuriken;water;special;60;1;0;0;0;[];[];The user hits the target with throwing stars two to five times in a row. This move always goes first.;Attacks 2-5 times in a row. 37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits. Base Power increased to 20 if Battle Bond has activated and will hit 3 times guaranteed. (15 power)
Water Spout;water;special;150;0;0;0;0;[];[];The user spouts water to damage opposing Pokémon. The lower the user's HP, the lower the move's power.;[DEPTH]Inflicts more damage when the user's HP is high.
Waterfall;water;physical;80;0;1;0;0;[];[];The user charges at the target and may make it flinch.;May cause opponent to flinch.
Weather Ball;normal;special;50;0;0;0;0;[];[];This attack move varies in power and type depending on the weather.;Changes type and doubles power based on the weather in play
Whirlpool;water;special;35;0;0;0;0;[];[];The user traps the target in a violent swirling whirlpool for four to five turns.;Traps the opponent for 4 to 5 turns
Wild Charge;electric;physical;90;0;1;0;0;[];[];The user shrouds itself in electricity and smashes into its target. This also damages the user a little.;User takes recoil damage equal to 25% of the damage inflicted.
Wing Attack;flying;physical;60;0;1;0;0;[];[];The target is struck with large, imposing wings spread wide to inflict damage.;No effect.
Wood Hammer;grass;physical;120;0;1;0;0;[];[];The user slams its rugged body into the target to attack. This also damages the user quite a lot.;User takes recoil damage equal to a third of the damage inflicted.
Wrap;normal;physical;15;0;1;0;0;[];[];A long body, vines, or the like are used to wrap and squeeze the target for four to five turns.;Traps opponent.
Wring Out;normal;special;50;0;1;0;0;[];[];This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.;[DEPTH]Increases damage the higher the target's Hit Points (1 power)
X-Scissor;bug;physical;80;0;1;0;0;[];[];The user slashes at the target by crossing its scythes or claws as if they were a pair of scissors.;No effect.
Zap Cannon;electric;special;120;0;0;0;0;[];[];The user fires an electric blast like a cannon to inflict damage and cause paralysis.;May induce paralysis.
Zen Headbutt;psychic;physical;80;0;1;0;0;[];[];The user focuses its willpower to its head and attacks the target. This may also make the target flinch.;May cause opponent to flinch.
Zing Zap;electric;physical;80;0;1;0;0;[];[];A strong electric blast crashes down on the target, giving it an electric shock. This may also make the target flinch.;May cause opponent to flinch.
